"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VISUAL"	"PREDICT"	"ACC"	"CONDITION"	"LogRT"
"210719_a25"	14557507	377.9048966	234.2489032	1	""	"79H"	"lid"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.403807326	2.025902429	2.169558423	"210719_a25"	"79H"	234.2489032	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	5.45638423893041
"210719_a25"	14557507	545.9910501	257.18181	1	""	"7H"	"bend"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.505286873	1.959295823	2.248105063	"210719_a25"	"7H"	257.18181	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	5.54978326668983
"210719_a25"	14557507	490.1651889	275.0251913	1	""	"80H"	"lock"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.619559535	2.129394346	2.344534344	"210719_a25"	"80H"	275.0251913	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	5.61686269819839
"210719_a25"	14557507	478.186716	184.6234396	1	""	"81H"	"logs"	"aM"	"vM"	"H"	"a"	"aMvM"	2.655615299	2.177428583	2.470991859	"210719_a25"	"81H"	184.6234396	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	5.21831828908936
"210719_a25"	14557507	622.8281382	273.9353141	1	""	"82L"	"lungs"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.326639843	2.703811705	3.052704529	"210719_a25"	"82L"	273.9353141	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	5.61289199858981
"210719_a25"	14557507	420.1366148	210.5352162	1	""	"83H"	"map"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.818053737	2.397917122	2.60751852	"210719_a25"	"83H"	210.5352162	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	5.34965293699194
"210719_a25"	14557507	433.1884707	169.5827064	1	""	"85H"	"mat"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.669557482	2.236369011	2.499974776	"210719_a25"	"85H"	169.5827064	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	5.13334075117768
"210719_a25"	14557507	353.1838697	207.9442697	1	""	"86H"	"meal"	"aM"	"vM"	"H"	"a"	"aMvM"	2.187690236	1.834506366	1.979745966	"210719_a25"	"86H"	207.9442697	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	5.33727010966594
"210719_a25"	14557507	650.6650472	402.9626167	1	""	"87L"	"mop"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.760993161	2.110328114	2.358030544	"210719_a25"	"87L"	402.9626167	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	5.99884379511296
"210719_a25"	14557507	406.0079364	142.5408312	1	""	"88H"	"mouse"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.442788499	2.036780562	2.300247667	"210719_a25"	"88H"	142.5408312	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	4.95962849340231
"210719_a25"	14557507	517.2113656	332.6810582	1	""	"89H"	"mug"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.005109105	2.487897739	2.672428047	"210719_a25"	"89H"	332.6810582	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	5.80718424782986
"210719_a25"	14557507	492.5866674	417.0991674	1	""	"8H"	"blame"	"aM"	"vM"	"H"	"a"	"aMvM"	2.911499263	2.418912595	2.494400095	"210719_a25"	"8H"	417.0991674	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.03332400503692
"210719_a25"	14557507	531.7267456	256.3636503	1	""	"90H"	"net"	"aM"	"vM"	"H"	"a"	"aMvM"	2.802400209	2.270673463	2.546036559	"210719_a25"	"90H"	256.3636503	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	5.54659694549549
"210719_a25"	14557507	710.7372862	396.8070979	1	""	"91L"	"notch"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.847126784	2.136389498	2.450319686	"210719_a25"	"91L"	396.8070979	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	5.98345026310355
"210719_a25"	14557507	371.1954338	208.2139523	1	""	"93H"	"pad"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.841938528	2.470743094	2.633724575	"210719_a25"	"93H"	208.2139523	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	5.33856616786445
"210719_a25"	14557507	569.0598025	299.6340672	1	""	"94L"	"pet"	"aM"	"vNM"	"L"	"a"	"aMvNM"	2.927078982	2.35801918	2.627444915	"210719_a25"	"94L"	299.6340672	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	5.70256195412395
"210719_a25"	14557507	518.4895021	459.3566819	1	""	"95L"	"pie"	"aM"	"vM"	"L"	"a"	"aMvM"	3.327553832	2.80906433	2.86819715	"210719_a25"	"95L"	459.3566819	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.12982699303597
"210719_a25"	14557507	392.497641	265.2465701	1	""	"96L"	"pile"	"aNM"	"vM"	"L"	"a"	"aNMvM"	2.346703476	1.954205835	2.081456906	"210719_a25"	"96L"	265.2465701	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	5.58065984659051
"210719_a25"	14557507	599.4980903	463.4986856	1	""	"97H"	"pill"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.002039977	2.402541887	2.538541292	"210719_a25"	"97H"	463.4986856	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.13880354918743
"210719_a25"	14557507	522.4838053	381.3216793	1	""	"98L"	"pine"	"aM"	"vNM"	"L"	"a"	"aMvNM"	2.439257043	1.916773238	2.057935364	"210719_a25"	"98L"	381.3216793	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	5.9436433215284
"210719_a25"	14557507	589.8223642	365.4376958	1	""	"99L"	"plot"	"aM"	"vM"	"L"	"a"	"aMvM"	2.205948445	1.616126081	1.840510749	"210719_a25"	"99L"	365.4376958	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	5.90109580173188
"210719_a25"	14557507	633.1309512	351.7408057	1	"including prenasalisation"	"9L"	"blast"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.488542606	1.855411655	2.1368018	"210719_a25"	"9L"	351.7408057	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	5.86289455691798
"210719_a41"	14610319	1505.0253	1227.960104	1	""	"100H"	"pole"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.256655444	1.751630145	2.028695341	"210719_a41"	"100H"	1227.960104	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.11310961957997
"210719_a41"	14610319	1527.125755	1191.75997	1	""	"103L"	"raft"	"aM"	"vM"	"L"	"a"	"aMvM"	3.757627693	2.230501937	2.565867722	"210719_a41"	"103L"	1191.75997	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.08318645989848
"210719_a41"	14610319	1477.450674	1132.781457	1	""	"104L"	"rent"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.631873095	2.15442242	2.499091637	"210719_a41"	"104L"	1132.781457	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.03243135363175
"210719_a41"	14610319	1357.543892	1194.831771	1	""	"105H"	"rim"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.713959799	2.356415907	2.519128028	"210719_a41"	"105H"	1194.831771	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.08576067704968
"210719_a41"	14610319	1378.590667	1163.882959	1	""	"107L"	"rope"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.576538707	2.19794804	2.412655748	"210719_a41"	"107L"	1163.882959	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.05951707254854
"210719_a41"	14610319	1425.944247	1380.043784	1	""	"108L"	"row"	"aM"	"vM"	"L"	"a"	"aMvM"	3.790554391	2.364610144	2.410510607	"210719_a41"	"108L"	1380.043784	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.22987050518417
"210719_a41"	14610319	1510.869255	1254.889485	1	""	"109L"	"sand"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.641373878	2.130504623	2.386484393	"210719_a41"	"109L"	1254.889485	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.13480278792744
"210719_a41"	14610319	1279.925449	1121.707278	1	""	"10H"	"bowl"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.526284517	2.246359067	2.404577239	"210719_a41"	"10H"	1121.707278	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.022607158996
"210719_a41"	14610319	1282.38411	1120.849689	1	""	"110H"	"scab"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.40698261	2.1245985	2.28613292	"210719_a41"	"110H"	1120.849689	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.02184232755187
"210719_a41"	14610319	1393.280749	1091.077045	1	""	"111L"	"seeds"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.120329015	1.727048266	2.02925197	"210719_a41"	"111L"	1091.077045	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.99492060203813
"210719_a41"	14610319	1293.707932	1121.378553	1	""	"112H"	"shed"	"aM"	"vM"	"H"	"a"	"aMvM"	3.270349635	1.976641703	2.148971082	"210719_a41"	"112H"	1121.378553	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.02231405830604
"210719_a41"	14610319	1725.893241	1516.367778	1	""	"113H"	"sheep"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.792958803	2.067065561	2.276591024	"210719_a41"	"113H"	1516.367778	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.3240731344056
"210719_a41"	14610319	1301.247991	1113.237694	1	""	"114L"	"silk"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.218907634	1.917659643	2.10566994	"210719_a41"	"114L"	1113.237694	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.0150278900199
"210719_a41"	14610319	1116.770132	870.0800653	1	""	"115H"	"skirt"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.291158065	2.174387933	2.421078	"210719_a41"	"115H"	870.0800653	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.76858523649467
"210719_a41"	14610319	1247.399419	1019.550721	1	""	"116H"	"sleeves"	"aM"	"vM"	"H"	"a"	"aMvM"	3.566673028	2.31927361	2.547122308	"210719_a41"	"116H"	1019.550721	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.92711733963524
"210719_a41"	14610319	1368.882765	1104.920933	1	""	"117H"	"slice"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.471899944	2.103017178	2.36697901	"210719_a41"	"117H"	1104.920933	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.0075290575456
"210719_a41"	14610319	1268.342815	997.311543	1	""	"119H"	"splash"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.439004474	2.170661659	2.441692931	"210719_a41"	"119H"	997.311543	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.90506320159132
"210719_a41"	14610319	1520.447286	1125.144748	1	""	"120H"	"sponge"	"aM"	"vM"	"H"	"a"	"aMvM"	3.720931117	2.20048383	2.595786368	"210719_a41"	"120H"	1125.144748	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.02566697125079
"210719_a41"	14610319	1366.074619	1118.47285	1	""	"121H"	"spool"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.204300766	1.838226147	2.085827915	"210719_a41"	"121H"	1118.47285	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.01971950705489
"210719_a41"	14610319	1350.583595	1191.93429	1	""	"122L"	"spoon"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.574740904	2.224157309	2.382806614	"210719_a41"	"122L"	1191.93429	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.08333272026688
"210719_a41"	14610319	1327.599686	1145.807544	1	""	"123H"	"sport"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.674472666	2.34687298	2.528665121	"210719_a41"	"123H"	1145.807544	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.04386494599888
"210719_a41"	14610319	1514.385334	1461.656167	1	""	"124H"	"spray"	"aM"	"vM"	"H"	"a"	"aMvM"	3.597037091	2.082651757	2.135380924	"210719_a41"	"124H"	1461.656167	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.28732543276004
"210719_a41"	14610319	1182.339393	976.0718645	1	""	"126H"	"strap"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.212817179	2.030477786	2.236745315	"210719_a41"	"126H"	976.0718645	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.88353621536225
"210719_a41"	14610319	1520.059861	1054.915101	1	""	"127L"	"swamps"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.525955336	2.005895475	2.471040235	"210719_a41"	"127L"	1054.915101	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.96121556968626
"210719_a41"	14610319	1177.550236	1049.557089	1	""	"128H"	"swan"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.371936858	2.194386623	2.322379769	"210719_a41"	"128H"	1049.557089	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.95612353416049
"210719_a41"	14610319	1400.143052	1351.204414	1	""	"129L"	"tea"	"aM"	"vM"	"L"	"a"	"aMvM"	3.623623814	2.223480762	2.272419399	"210719_a41"	"129L"	1351.204414	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.20875163221413
"210719_a41"	14610319	1492.495207	1309.759256	1	""	"12H"	"bread"	"aM"	"vM"	"H"	"a"	"aMvM"	3.873695959	2.381200752	2.563936703	"210719_a41"	"12H"	1309.759256	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.17759862526088
"210719_a41"	14610319	1548.119185	1194.683653	1	""	"130L"	"tent"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.306075543	1.757956357	2.11139189	"210719_a41"	"130L"	1194.683653	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.08563670379661
"210719_a41"	14610319	1458.923679	1186.154048	1	""	"131H"	"thief"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.31289301	1.853969331	2.126738963	"210719_a41"	"131H"	1186.154048	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.07847145982438
"210719_a41"	14610319	1423.372773	1126.458794	1	""	"132L"	"thorns"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.733788349	2.310415576	2.607329555	"210719_a41"	"132L"	1126.458794	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.02683418041943
"210719_a41"	14610319	1320.36753	1084.411242	1	""	"133L"	"throat"	"aM"	"vM"	"L"	"a"	"aMvM"	3.15991255	1.839545021	2.075501308	"210719_a41"	"133L"	1084.411242	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.98879248459401
"210719_a41"	14610319	1389.78408	1235.912822	1	""	"134L"	"tin"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.144849387	1.755065307	1.908936564	"210719_a41"	"134L"	1235.912822	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.11956510316765
"210719_a41"	14610319	1247.278848	1048.936763	1	""	"136H"	"trail"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.055744014	1.808465166	2.006807251	"210719_a41"	"136H"	1048.936763	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.95553232345241
"210719_a41"	14610319	1318.405106	1110.116528	1	""	"137L"	"trap"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.505666518	2.187261412	2.395549991	"210719_a41"	"137L"	1110.116528	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.01222026897653
"210719_a41"	14610319	1813.161123	1537.132614	1	""	"138L"	"truck"	"aM"	"vM"	"L"	"a"	"aMvM"	3.762312365	1.949151242	2.22517975	"210719_a41"	"138L"	1537.132614	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.33767402088361
"210719_a41"	14610319	1460.794477	1288.13223	1	""	"139L"	"tub"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.830387036	2.369592559	2.542254806	"210719_a41"	"139L"	1288.13223	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.16094856443829
"210719_a41"	14610319	1564.353629	1232.648829	1	""	"141L"	"wax"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.486681755	1.922328126	2.254032926	"210719_a41"	"141L"	1232.648829	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.11692065237923
"210719_a41"	14610319	1213.288915	1103.490732	1	""	"14H"	"broom"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.292143384	2.07885447	2.188652652	"210719_a41"	"14H"	1103.490732	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.00623382693021
"210719_a41"	14610319	1390.860482	1246.553793	1	""	"15L"	"bruise"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.515135098	2.124274616	2.268581305	"210719_a41"	"15L"	1246.553793	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.12813805726711
"210719_a41"	14610319	1350.697743	1129.8259	1	""	"16H"	"cake"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.974812776	2.624115033	2.844986876	"210719_a41"	"16H"	1129.8259	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.0298188290398
"210719_a41"	14610319	1275.90869	1090.508888	1	""	"19L"	"chat"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.637370418	2.361461728	2.546861529	"210719_a41"	"19L"	1090.508888	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.9943997359982
"210719_a41"	14610319	1513.343502	1079.678115	1	""	"20H"	"chunks"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.531046706	2.017703204	2.451368591	"210719_a41"	"20H"	1079.678115	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.98441823402835
"210719_a41"	14610319	1296.433393	1122.719925	1	""	"21L"	"clerk"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.491217132	2.19478374	2.368497207	"210719_a41"	"21L"	1122.719925	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.02350952470192
"210719_a41"	14610319	1369.666524	1074.606107	1	""	"22L"	"cliff"	"aM"	"vM"	"L"	"a"	"aMvM"	3.33791346	1.968246937	2.263307353	"210719_a41"	"22L"	1074.606107	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.97970946132343
"210719_a41"	14610319	1408.907027	1144.07215	1	""	"23L"	"clock"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.641605759	2.232698732	2.497533608	"210719_a41"	"23L"	1144.07215	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.04234923813285
"210719_a41"	14610319	1383.52004	1323.409469	1	""	"24H"	"clue"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.891441271	2.507921231	2.568031802	"210719_a41"	"24H"	1323.409469	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.18796661660752
"210719_a41"	14610319	1490.873776	1184.810979	1	""	"25L"	"coach"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.925771599	2.434897823	2.740960621	"210719_a41"	"25L"	1184.810979	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.07733852945353
"210719_a41"	14610319	1830.012437	1538.620075	1	""	"26L"	"coast"	"aM"	"vM"	"L"	"a"	"aMvM"	4.168419252	2.338406816	2.629799177	"210719_a41"	"26L"	1538.620075	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.33864123851543
"210719_a41"	14610319	1203.155243	1093.27566	1	""	"27L"	"coin"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.37644498	2.173289737	2.28316932	"210719_a41"	"27L"	1093.27566	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.99693366131875
"210719_a41"	14610319	1464.157383	1132.503543	1	""	"28H"	"cops"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.573810421	2.109653039	2.441306879	"210719_a41"	"28H"	1132.503543	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.03218598582912
"210719_a41"	14610319	1393.62215	1060.164598	1	""	"29L"	"crash"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.617969385	2.224347235	2.557804787	"210719_a41"	"29L"	1060.164598	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.96617945618332
"210719_a41"	14610319	1315.108151	1205.037481	1	""	"2H"	"barn"	"aM"	"vM"	"H"	"a"	"aMvM"	3.261618421	1.94651027	2.05658094	"210719_a41"	"2H"	1205.037481	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.09426595000533
"210719_a41"	14610319	1201.936697	1122.771569	1	""	"30L"	"crew"	"aM"	"vM"	"L"	"a"	"aMvM"	3.399817934	2.197881237	2.277046365	"210719_a41"	"30L"	1122.771569	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.0235555226495
"210719_a41"	14610319	1427.178912	1226.865023	1	""	"31L"	"crib"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.810978207	2.383799295	2.584113183	"210719_a41"	"31L"	1226.865023	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.11221743295487
"210719_a41"	14610319	1379.187741	1163.948653	1	""	"32H"	"crop"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.597204603	2.218016862	2.433255949	"210719_a41"	"32H"	1163.948653	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.05957351477544
"210719_a41"	14610319	1287.809859	1182.936843	1	""	"33L"	"crown"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.186094634	1.898284775	2.003157791	"210719_a41"	"33L"	1182.936843	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.07575547540193
"210719_a41"	14610319	1225.589168	1025.72546	1	""	"35H"	"curb"	"aM"	"vM"	"H"	"a"	"aMvM"	3.639589266	2.414000097	2.613863805	"210719_a41"	"35H"	1025.72546	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.93315540707803
"210719_a41"	14610319	1369.409844	1178.245462	1	""	"36H"	"dart"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.537037793	2.167627949	2.358792331	"210719_a41"	"36H"	1178.245462	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.07178171432178
"210719_a41"	14610319	1597.909254	1386.957649	1	""	"37L"	"deck"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.767462682	2.169553428	2.380505033	"210719_a41"	"37L"	1386.957649	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.23486788560208
"210719_a41"	14610319	1423.292917	1116.380678	1	""	"39H"	"dent"	"aM"	"vM"	"H"	"a"	"aMvM"	3.164189075	1.740896157	2.047808397	"210719_a41"	"39H"	1116.380678	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.0178471940957
"210719_a41"	14610319	1154.394539	1096.549162	1	""	"3H"	"bay"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.047457332	1.893062793	1.95090817	"210719_a41"	"3H"	1096.549162	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.99992340223818
"210719_a41"	14610319	1346.38917	998.4914028	1	""	"40H"	"ditch"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.177396214	1.831007044	2.178904811	"210719_a41"	"40H"	998.4914028	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.90624554270363
"210719_a41"	14610319	1072.636935	1009.122799	1	""	"41L"	"dive"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.640007669	2.567370734	2.630884871	"210719_a41"	"41L"	1009.122799	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.91683671661532
"210719_a41"	14610319	1428.727704	1331.860402	1	""	"42H"	"doll"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.357181079	1.928453375	2.025320677	"210719_a41"	"42H"	1331.860402	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.19433204230478
"210719_a41"	14610319	1156.240661	933.1573279	1	""	"43H"	"dove"	"aM"	"vM"	"H"	"a"	"aMvM"	3.186948588	2.030707927	2.25379126	"210719_a41"	"43H"	933.1573279	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.83857381246226
"210719_a41"	14610319	1396.802265	1236.185598	1	""	"46H"	"drug"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.678512605	2.28171034	2.442327007	"210719_a41"	"46H"	1236.185598	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.1197857869389
"210719_a41"	14610319	1440.322447	1297.653834	1	""	"47L"	"drum"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.446834802	2.006512354	2.149180967	"210719_a41"	"47L"	1297.653834	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.16831316986185
"210719_a41"	14610319	1288.374045	1104.007475	1	""	"4L"	"beak"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.505749126	2.217375081	2.401741652	"210719_a41"	"4L"	1104.007475	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.00670199764745
"210719_a41"	14610319	1281.521647	1190.860144	1	""	"50H"	"flame"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.367359044	2.085837397	2.1764989	"210719_a41"	"50H"	1190.860144	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.08243113508821
"210719_a41"	14610319	1396.411536	1136.615074	1	""	"51H"	"flock"	"aM"	"vM"	"H"	"a"	"aMvM"	3.521776471	2.125364935	2.385161397	"210719_a41"	"51H"	1136.615074	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.03580989113651
"210719_a41"	14610319	1689.806249	1396.446701	1	""	"53H"	"frogs"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.387877698	1.698071448	1.991430997	"210719_a41"	"53H"	1396.446701	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.24168621852728
"210719_a41"	14610319	1457.394607	1163.390471	1	""	"54L"	"fudge"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.988074509	2.530679902	2.824684038	"210719_a41"	"54L"	1163.390471	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.05909384079502
"210719_a41"	14610319	1187.980734	1163.298591	1	""	"57L"	"glue"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.348245756	2.160265023	2.184947165	"210719_a41"	"57L"	1163.298591	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.0590148616125
"210719_a41"	14610319	1251.988207	1126.253982	1	""	"58H"	"goal"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.327018441	2.075030235	2.200764459	"210719_a41"	"58H"	1126.253982	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.02665234454338
"210719_a41"	14610319	1356.378751	1273.65958	1	""	"59L"	"gown"	"aM"	"vM"	"L"	"a"	"aMvM"	3.63580563	2.279426879	2.36214605	"210719_a41"	"59L"	1273.65958	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.14964959477483
"210719_a41"	14610319	1269.060938	1156.298041	1	""	"5H"	"beam"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.392705645	2.123644707	2.236407603	"210719_a41"	"5H"	1156.298041	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.05297883693647
